player_name,player_id,total_goals,total_assists,total_minutes_played,goals_per_90
Jonathan Cavallini,P00716,2,5,1471,0.12236573759347381
Kieran Dykes,P00454,2,1,1478,0.12178619756427606
Krzysztof Grosicki,P00347,2,1,1478,0.12178619756427606
Nico Volland,P00044,2,6,1480,0.12162162162162163
Yevhen Yaremchuk,P00426,2,0,1481,0.12153950033760973
Leon Grant,P00767,3,5,2225,0.12134831460674157
Frenkie Ake,P00143,3,6,2226,0.12129380053908356
Leander Dendoncker,P00182,2,2,1489,0.12088650100738751
Liam Gilmour,P00468,3,7,2244,0.12032085561497326
Bernardo Santos,P00188,2,0,1497,0.12024048096192386
Riyad Benrahma,P01183,2,3,1497,0.12024048096192386
Bryan Leiton,P00743,2,4,1501,0.11992005329780146
Ferland Sow,P01024,2,1,1502,0.11984021304926765
Leandro Balerdi,P00513,2,2,1504,0.11968085106382978
Edouard Cisse,P01021,2,0,1506,0.1195219123505976
Nicolas Siani,P01127,2,0,1519,0.1184990125082291
Thomas Djiku,P01097,2,0,1521,0.1183431952662722
Michail Williams,P00776,3,4,2305,0.11713665943600868
Karl Isak,P00384,2,2,1538,0.11703511053315994
Yerry Barrios,P00527,2,2,1547,0.11635423400129283
Eric Ndip,P01132,2,3,1554,0.11583011583011582
Leon Sule,P00036,2,1,1556,0.11568123393316194
Aleksandar Lukic,P00300,2,7,1558,0.11553273427471115
Mohannad Al-Saadi,P01001,2,3,1564,0.11508951406649617
Hwang Son,P00858,2,5,1567,0.11486917677089982
Nayef Chibi,P01063,3,3,2354,0.11469838572642312
Akram Mesa,P00949,3,9,2370,0.11392405063291139
Luis Varela,P00593,2,2,1591,0.11313639220615965
Cengiz Muldur,P00404,2,1,1598,0.11264080100125157
Jose Gomez,P00794,2,4,1600,0.1125
Sadio Sabaly,P01027,2,1,1603,0.11228945726762321
Pape Faye,P01032,1,2,803,0.11207970112079702
Viktor Zinchenko,P00440,2,4,1614,0.11152416356877323
Ferland Seck,P01033,2,2,1618,0.11124845488257107
Graeme McGregor,P00467,2,3,1619,0.11117974058060531
Joakim Christensen,P00285,2,0,1625,0.11076923076923077
Saman Torabi,P00865,2,2,1640,0.10975609756097561
Sergino Hoppe,P00669,2,5,1643,0.10955569080949483
Omar Wahbi,P01218,2,2,1645,0.1094224924012158
Bruno Vitinha,P00196,2,2,1650,0.10909090909090909
Terem Bassey,P01078,2,1,1652,0.1089588377723971
Lorenzo Retegui,P00123,3,3,2493,0.10830324909747292
Matthijs Timber,P00138,2,1,1664,0.10817307692307693
Phil Eze,P00093,2,8,1669,0.10784901138406232
Pierre-Emile Laursen,P00282,2,3,1671,0.10771992818671454
Luther Zwane,P01242,2,2,1671,0.10771992818671454
Aymen Al-Khafaji,P01010,2,2,1680,0.10714285714285715
Ferran Cubarsi,P00069,2,2,1680,0.10714285714285715
Sardar Heydari,P00872,2,3,1681,0.10707911957168352
Jordan Baba,P01098,2,2,1682,0.1070154577883472
Keanu Wright,P00928,2,5,1683,0.10695187165775402
Keanu McGree,P00919,2,0,1688,0.1066350710900474
Joao Neves,P00191,2,1,1691,0.10644589000591367
Stefan Muhl,P00329,2,4,1701,0.10582010582010581
Bobir Eshmurodov,P00973,2,0,1701,0.10582010582010581
Alistair Piette,P00719,2,5,1722,0.10452961672473868
Ali Al-Buraikan,P00904,3,4,2583,0.10452961672473868
Filip Pavlovic,P00292,2,1,1724,0.10440835266821345
Jackson Kusini,P00925,2,2,1727,0.10422698320787492
Otabek Karimov,P00977,2,3,1728,0.10416666666666666
Ali Ali,P00956,3,7,2598,0.10392609699769052
Romelu Onana,P00170,2,9,1735,0.1037463976945245
Angel Intriago,P00614,2,0,1737,0.10362694300518135
Ahmed Abdallah,P01203,2,2,1741,0.10338885697874785
Samuel Moumi,P01131,2,5,1743,0.10327022375215145
Ahmed Moutan,P00999,2,1,1743,0.10327022375215145
Junya Nakano,P00824,2,7,1745,0.10315186246418337
Christian Maehle,P00264,2,4,1745,0.10315186246418337
Hiroki Ogawa,P00818,2,0,1746,0.10309278350515465
Yoel Rodriguez,P00792,2,3,1747,0.1030337721808815
Edinson Ugarte,P00586,2,2,1748,0.10297482837528604
Hakan Ucar,P00403,2,2,1759,0.1023308698123934
Wahbi Dragger,P01157,2,3,1763,0.10209869540555871
Felix Caicedo,P00618,2,3,1778,0.10123734533183353
Alexander Abubakari,P01102,2,2,1779,0.10118043844856661
Oscar Campbell,P00748,2,2,1781,0.10106681639528356
Dusan Terzic,P00304,2,3,1798,0.10011123470522804
Jae-sung Yang,P00848,1,1,902,0.09977827050997783
Renato Traverso,P00634,2,1,1813,0.09928295642581357
Mikkel Bah,P00270,2,2,1814,0.09922822491730982
Abdiel Sanchez,P00797,2,3,1818,0.099009900990099
Adam Kara,P01189,2,1,1819,0.09895547003848269
Ahmed El-Sayed,P01212,2,2,1823,0.09873834339001646
Erick Brereton,P00571,2,3,1845,0.0975609756097561
Duvan Tesillo,P00535,2,1,1849,0.09734991887506761
Andre Nkoulou,P01124,2,2,1851,0.09724473257698542
Marcel Kalajdzic,P00317,1,1,927,0.09708737864077668
Krzysztof Urbański,P00356,2,0,1859,0.09682625067240451
Marco Mikel,P00071,2,4,1868,0.09635974304068523
Randal Griezmann,P00020,1,3,937,0.096051227321238
Leandro Pezzella,P00504,1,1,942,0.09554140127388534
Thibaut Faes,P00172,2,6,1885,0.09549071618037135
Gavi Asensio,P00057,2,1,1891,0.09518773135906927
Theo Mukiele,P00018,2,7,1916,0.0939457202505219
Pedro Lliuya,P00647,2,1,1916,0.0939457202505219
Akram Hatem,P00940,3,3,2880,0.09375
Mohamed Wahbi,P01214,2,1,1921,0.09370119729307652
Armando Torres,P00798,2,2,1927,0.09340944473274519
Mohammed Al-Breik,P00892,2,1,1934,0.09307135470527406
Ivan Erlic,P00223,2,1,1945,0.09254498714652956
Noussair Chibi,P01059,2,1,1946,0.09249743062692703
Jorge Lozano,P00696,1,7,981,0.09174311926605505
Denzel Zerrouki,P00149,2,2,1976,0.09109311740890688
Federico Berardi,P00118,2,4,1982,0.09081735620585267
Merih Unal,P00413,2,1,1982,0.09081735620585267
Dylan Msakni,P01164,2,2,1989,0.09049773755656107
Dmytro Kovalenko,P00427,1,2,1003,0.08973080757726819
Azizbek Sattorov,P00981,2,5,2010,0.08955223880597014
Robin Lindelof,P00389,1,0,1006,0.08946322067594432
Ritsu Hashioka,P00823,1,0,1008,0.08928571428571427
Joao Taremi,P00200,2,2,2017,0.08924144769459592
Vinicius Moreira,P00482,2,3,2019,0.08915304606240712
Harold Brown,P00799,2,5,2020,0.0891089108910891
Boualem Moez,P00952,3,10,3038,0.08887425938117183
Matthijs Wijndal,P00147,2,4,2027,0.08880118401578689
Young-woo Hwang,P00852,1,1,1015,0.08866995073891625
Achraf Amellah,P01053,2,8,2038,0.08832188420019627
Enner Hincapie,P00602,2,1,2038,0.08832188420019627
Alphonso Wotherspoon,P00715,2,2,2040,0.08823529411764705
Alexis Lasarte,P00559,1,2,1021,0.0881488736532811
Jose Omar,P00785,2,2,2052,0.08771929824561403
Bukayo Ramsdale,P00094,2,4,2069,0.08699855002416626
Craig Mooy,P00930,2,3,2081,0.08649687650168189
Jefferson Rodriguez,P00540,2,2,2085,0.08633093525179857
Giovanni Tillman,P00665,2,10,2097,0.08583690987124463
Tajon Zator,P00720,2,4,2102,0.0856327307326356
Aymen Kasid,P01002,1,3,1058,0.08506616257088848
Adam Toudic,P01180,1,0,1061,0.08482563619227144
Jude Maddison,P00092,1,1,1067,0.08434864104967198
Konrad Posch,P00319,1,0,1068,0.08426966292134831
Cody de Jong,P00144,2,7,2136,0.08426966292134831
Jackson Canga,P00610,2,0,2146,0.08387698042870456
Ludwig Hiljemark,P00382,1,3,1090,0.08256880733944955
Dylan Hamdi,P01155,2,1,2188,0.08226691042047532
Ao Mori,P00816,1,1,1097,0.0820419325432999
Bobby Lawrence,P00760,2,0,2197,0.08192990441511151
Joshua Tah,P00039,1,1,1099,0.0818926296633303
Shamar Gordon,P00765,2,2,2199,0.08185538881309685
Gary Delgado,P00569,1,1,1109,0.0811541929666366
Burak Cengiz,P00407,2,5,2254,0.07985803016858918
Woo-young Na,P00842,1,1,1132,0.07950530035335689
Sandro Scamacca,P00111,2,1,2272,0.07922535211267606
Mothobi Mokoena,P01231,1,2,1141,0.07887817703768624
Mateusz Frankowski,P00348,1,0,1156,0.07785467128027682
Mohammed Al-Hammadi,P00948,2,1,2313,0.07782101167315175
Damion Marshall,P00762,2,2,2313,0.07782101167315175
Ousmane Konate,P00015,1,4,1160,0.07758620689655173
Leroy Werner,P00032,1,2,1168,0.07705479452054795
Sphephelo Moseamedi,P01232,1,0,1168,0.07705479452054795
Bobby Lambert,P00769,2,6,2345,0.07675906183368869
Aurelien Rabiot,P00007,1,1,1173,0.07672634271099744
Achraf Bounou,P01044,2,2,2366,0.0760777683854607
Damion Bishop,P00771,2,9,2375,0.07578947368421053
Yann Elvedi,P00241,1,1,1194,0.07537688442211056
Wilfred Moffi,P01072,1,1,1196,0.07525083612040134
Ricardo Mbabu,P00242,1,1,1198,0.07512520868113523
Angel Garay,P00512,1,4,1215,0.07407407407407407
Sardor Holmatov,P00976,1,6,1216,0.07401315789473684
Ahmed Mahmoud,P00955,2,4,2434,0.07395234182415776
Timothy Yedlin,P00668,1,1,1229,0.07323026851098453
Joe Ajayi,P01083,1,2,1229,0.07323026851098453
Ramiz Boufantin,P01188,1,3,1230,0.07317073170731707
Ehsan Moradi,P00876,1,4,1236,0.07281553398058253
Cyle Waterman,P00717,1,1,1237,0.07275666936135812
Piotr Cash,P00352,1,6,1242,0.07246376811594203
Karim Dejagah,P00868,1,1,1244,0.07234726688102894
Nemanja Lazovic,P00294,1,0,1247,0.07217321571772253
Claudio Pavez,P00558,1,2,1249,0.07205764611689351
Arturo Riquelme,P00568,1,2,1251,0.07194244604316546
Michail McCarey,P00768,2,5,2533,0.07106198183971575
Ronwen Dolly,P01230,1,2,1268,0.07097791798107256
Samuel Uzoho,P01080,1,5,1272,0.07075471698113207
Ludwig Elanga,P00373,1,2,1281,0.0702576112412178
Cody Dumfries,P00135,2,0,2567,0.07012076353720297
Alexander Ndicka,P00378,1,3,1291,0.069713400464756
Arkadiusz Puchacz,P00354,1,0,1300,0.06923076923076923
Antonio Havertz,P00051,1,0,1303,0.06907137375287797
Yann Blerim,P00250,1,4,1303,0.06907137375287797
Edson Layun,P00683,1,0,1304,0.06901840490797546
Jude Grealish,P00083,1,0,1309,0.06875477463712758
Erick Valdivia,P00563,1,3,1311,0.06864988558352403
James Munoz,P00542,1,3,1312,0.06859756097560976
Hassan Al-Nobi,P00951,2,8,2629,0.06846709775580069
Andrej Sutalo,P00218,1,0,1327,0.06782215523737754
Joshua Rudiger,P00030,1,2,1327,0.06782215523737754
Mikkel Hansen,P00279,1,3,1327,0.06782215523737754
Sergino Busio,P00660,1,0,1327,0.06782215523737754
Hwang Choi,P00850,1,2,1337,0.06731488406881077
Lyle Makgopa,P01228,1,1,1344,0.06696428571428571
Hirving Pineda,P00690,1,1,1346,0.06686478454680535
Saman Abdollahzadeh,P00874,1,2,1353,0.06651884700665188
Dmytro Zinchenko,P00436,1,2,1357,0.06632277081798084
Antonee Carter-Vickers,P00658,1,0,1359,0.06622516556291391
Gary Diaz,P00552,1,0,1363,0.06603081438004402
In-beom Jung,P00840,1,2,1369,0.06574141709276844
Lyle Mothiba,P01237,1,3,1371,0.06564551422319474
Alireza Rezaeian,P00864,1,0,1374,0.06550218340611354
Brenden McKennie,P00670,1,10,1375,0.06545454545454545
Alexis Almada,P00506,1,0,1376,0.06540697674418605
Diego Vega,P00685,1,1,1382,0.06512301013024602
Jose Torreira,P00579,1,0,1384,0.06502890173410404
Youssef Laidouni,P01149,1,1,1389,0.06479481641468682
Nicolas Mba,P01136,1,1,1390,0.06474820143884892
Florian Kick,P00331,1,2,1390,0.06474820143884892
Luis Sinisterra,P00533,1,6,1394,0.06456241032998565
Eden Castagne,P00162,1,3,1395,0.06451612903225806
Kamaldeen Ayew,P01117,1,0,1403,0.06414825374198146
Percy Williams,P01226,1,0,1405,0.06405693950177936
In-beom Seol,P00849,1,3,1415,0.0636042402826855
Nader Chalali,P01161,1,5,1417,0.06351446718419196
Guillermo Almada,P00686,1,0,1418,0.06346967559943582
Mat Cummins,P00922,1,2,1420,0.06338028169014084
Victor Ola-Aina,P01079,1,7,1422,0.06329113924050633
Moussa Fall,P01026,1,2,1427,0.06306937631394534
Stefan Hinteregger,P00320,1,1,1427,0.06306937631394534
Omar Koka,P01210,1,0,1428,0.06302521008403361
Jan Bednarek,P00344,1,0,1431,0.06289308176100629
Kalidou Mendy,P01019,1,1,1435,0.0627177700348432
Ciro Immobile,P00130,1,3,1435,0.0627177700348432
Hussein Ibrahim,P00998,1,0,1436,0.06267409470752089
Amr Marmoush,P01216,1,0,1446,0.06224066390041494
Sardar Ansarifard,P00863,1,0,1447,0.06219765031098825
Salem Al-Faraj,P00888,1,1,1448,0.06215469613259668
Rafael Guedes,P00189,1,2,1453,0.06194081211286992
Callum Christie,P00453,1,1,1456,0.061813186813186816
Alexander Hiljemark,P00386,1,1,1458,0.06172839506172839
Tajon Utoikamanu,P00711,1,1,1465,0.06143344709897611
Ibrahim Taher,P01003,1,1,1466,0.061391541609822645
Harry King,P00926,1,5,1470,0.061224489795918366
Richarlison Ferreira,P00479,1,1,1472,0.06114130434782609
Mohamed Elneny,P01200,1,1,1473,0.06109979633401222
Emiliano Acuna,P00509,1,7,1482,0.06072874493927125
Son Lee,P00836,1,2,1489,0.06044325050369376
Vincent Lea,P01134,1,1,1493,0.060281312793034156
Husniddin Umarov,P00971,1,2,1493,0.060281312793034156
Boulaye Diouf,P01031,1,0,1498,0.06008010680907877
Kamil Jozwiak,P00350,1,0,1500,0.06
Alex Ekong,P01073,1,4,1506,0.0597609561752988
Otabek Yoldoshev,P00968,1,3,1514,0.059445178335535004
Kasey Williams,P00772,2,1,3035,0.05930807248764415
Raul Antuna,P00691,1,3,1523,0.05909389363099146
Christian Sargent,P00663,1,2,1525,0.05901639344262295
Raul Herrera,P00682,1,0,1528,0.05890052356020943
Dusan Zivkovic,P00295,1,1,1544,0.05829015544041451
Florian Brandt,P00037,1,1,1551,0.058027079303675046
Hannibal Mathlouthi,P01153,1,0,1551,0.058027079303675046
Olivier Badiashile,P00012,1,0,1553,0.05795235028976175
Vincent Castelleto,P01125,1,0,1556,0.05784061696658097
Hussein Sadiq,P01007,1,2,1558,0.05776636713735558
Mohannad Al-Amiri,P00992,1,0,1558,0.05776636713735558
Idrissa Seck,P01037,1,1,1560,0.057692307692307696
Marco Carvajal,P00062,1,0,1567,0.05743458838544991
Neymar Pereira,P00481,1,3,1569,0.05736137667304015
Ademola Dessers,P01077,1,2,1570,0.057324840764331204
Dani Garcia,P00063,1,0,1586,0.05674653215636822
Mohamed Hassan,P01205,1,1,1588,0.05667506297229219
Pierre-Emile Damsgaard,P00265,1,2,1590,0.056603773584905655
Jan Rybus,P00353,1,1,1590,0.056603773584905655
Aleksandar Kostic,P00291,1,0,1592,0.056532663316582916
Timo Henrichs,P00038,1,1,1602,0.056179775280898875
Richarlison Junior,P00488,1,5,1603,0.056144728633811605
Weston Dest,P00655,1,0,1611,0.055865921787709494
Samuel Toko-Ekambi,P01122,1,0,1612,0.05583126550868486
Enes Celik,P00399,1,1,1613,0.05579665220086794
Sandro Chiesa,P00128,1,1,1616,0.055693069306930694
Ritsu Ito,P00814,1,0,1616,0.055693069306930694
Fabian Ndoye,P00244,1,0,1617,0.05565862708719852
Ruslan Makarenko,P00425,1,0,1617,0.05565862708719852
Kaoru Yoshida,P00812,1,3,1617,0.05565862708719852
Pedro Torres,P00056,1,0,1621,0.05552128315854411
Harry Leckie,P00917,1,0,1624,0.05541871921182266
Ronald De Arrascaeta,P00580,1,3,1625,0.055384615384615386
Santiago Corona,P00680,1,2,1627,0.05531653349723417
Ben Castillo,P00562,1,0,1630,0.05521472392638037
Christian Robinson,P00654,1,0,1634,0.055079559363525085
Pedro Neto,P00192,1,1,1638,0.054945054945054944
James Ospina,P00525,1,0,1652,0.05447941888619855
Celso Tejeda,P00735,1,1,1661,0.054184226369656835
Ramiz Slimani,P01179,1,0,1665,0.05405405405405405
Simon Dolberg,P00266,1,3,1665,0.05405405405405405
Dostonbek Kenjayev,P00979,1,5,1666,0.054021608643457376
Dominik Kljulanovic,P00226,1,4,1667,0.05398920215956808
Abdiel Martinez,P00788,1,0,1678,0.05363528009535161
Nicolo Vicario,P00119,1,5,1678,0.05363528009535161
Martin Njie,P01130,1,2,1680,0.053571428571428575
Gonzalo Ramirez,P00606,1,0,1682,0.0535077288941736
Pierre-Emile Christensen,P00274,1,3,1687,0.053349140486069944
Federico Coates,P00578,1,0,1707,0.05272407732864675
Gabriel Souza,P00484,1,2,1715,0.052478134110787174
Randal Brenes,P00737,1,1,1716,0.05244755244755245
Neymar Mendes,P00472,1,1,1716,0.05244755244755245
Alexis Pulgar,P00550,1,0,1718,0.05238649592549476
Jorge Cordova,P00687,1,2,1721,0.05229517722254503
Luis Araujo,P00576,1,2,1724,0.052204176334106726
Eric Aguilar,P00787,1,0,1726,0.05214368482039397
Ryan Forrest,P00452,1,0,1727,0.05211349160393746
Jakub Helik,P00349,1,1,1733,0.05193306405077899
Min-jae Song,P00847,1,6,1747,0.05151688609044075
Mateo Pasalic,P00213,1,0,1757,0.051223676721684694
Safaa Abbas,P00997,1,3,1758,0.051194539249146756
Patrick Alvarado,P00738,1,1,1760,0.05113636363636363
Bukayo Alexander-Arnold,P00085,1,3,1763,0.05104934770277936
Hassan Al-Zahrani,P00894,1,0,1766,0.05096262740656852
Harry Rice,P00082,1,1,1766,0.05096262740656852
Casemiro Alexandre,P00476,1,1,1766,0.05096262740656852
Irfan Enes,P00401,1,1,1769,0.05087620124364047
Victor Aribo,P01070,1,1,1771,0.050818746470920384
Jack Toney,P00088,1,1,1772,0.05079006772009029
Jannik Olsen,P00272,1,0,1775,0.05070422535211268
Hakim Aguerd,P01058,1,1,1776,0.05067567567567568
Diego Vina,P00583,1,1,1780,0.050561797752808994
Dusan Radonjic,P00299,1,0,1780,0.050561797752808994
Youssef Dahmen,P01158,1,1,1784,0.05044843049327354
Selim Saiss,P01060,1,1,1786,0.05039193729003359
Aaron Goodwin,P00915,1,2,1787,0.05036373810856184
Yassine Dari,P01048,1,0,1787,0.05036373810856184
Burak Tufan,P00398,1,0,1799,0.05002779321845469
Jack White,P00097,1,8,1800,0.05
Rodrigo Trezeguet,P00591,1,3,1807,0.04980630879911455
Aaron Metcalfe,P00924,1,0,1807,0.04980630879911455
Yerry Cantillo,P00536,1,3,1820,0.04945054945054945
Sofiane Zerrouki,P01176,1,3,1829,0.04920721705850191
Montassar Sassi,P01156,1,0,1830,0.04918032786885246
Gavi Ramos,P00066,1,7,1838,0.04896626768226333
Scott Patterson,P00447,1,2,1842,0.048859934853420196
Ismaila Ba,P01025,1,0,1851,0.04862236628849271
Renato Lliuya,P00643,1,4,1861,0.04836109618484686
Trezeguet Ashour,P01202,1,0,1874,0.048025613660619
Caglar Guler,P00397,1,4,1875,0.048
Islam Touzi,P01182,1,0,1881,0.04784688995215312
Alisson Oliveira,P00478,1,1,1882,0.04782146652497343
Randal Salas,P00746,1,1,1898,0.04741833508956796
Josko Musah,P00225,1,1,1898,0.04741833508956796
Axel Lammens,P00175,1,3,1899,0.04739336492890995
Hakim Ezzalzouli,P01049,1,4,1899,0.04739336492890995
Yusuf Kilicsoy,P00400,1,3,1901,0.04734350341925302
Piotr Szymanski,P00343,1,0,1910,0.04712041884816755
David Lucumi,P00532,1,3,1915,0.04699738903394256
Ruben Fernandes,P00202,1,4,1938,0.04643962848297213
Luis Sanchez,P00524,1,0,1955,0.04603580562659846
Dusan Gudelj,P00290,1,1,1959,0.045941807044410414
Liam Cornelius,P00713,1,1,1981,0.04543160020191822
Andrew Adams,P00446,1,1,1994,0.04513540621865597
Xavi Veerman,P00142,1,0,2010,0.04477611940298507
Ansu Alba,P00061,1,2,2013,0.044709388971684055
Oscar Chacon,P00739,1,0,2025,0.044444444444444446
Mohamed Hamdi,P01209,1,4,2038,0.04416094210009813
Jason Theate,P00168,1,1,2048,0.0439453125
Luka Barisic,P00221,1,4,2056,0.04377431906614786
Adrian Rodrigues,P00773,1,3,2076,0.04335260115606936
Bobir Rashidov,P00982,1,3,2106,0.042735042735042736
Cengiz Kahveci,P00395,1,0,2114,0.04257332071901608
Declan Trippier,P00086,1,3,2125,0.042352941176470586
Romain Mazraoui,P01045,1,0,2130,0.04225352112676056
Scott Lewis,P00456,1,8,2140,0.042056074766355145
Teun Gravenberch,P00141,1,2,2164,0.041589648798521256
Almoez Muntari,P00941,1,1,2176,0.04136029411764706
Firas Al-Amri,P00889,1,2,2191,0.041077133728890915
Stephan Chiesa,P00124,1,6,2217,0.04059539918809202
Kevin Tielemans,P00160,1,2,2254,0.03992901508429459
Thomas Openda,P00167,1,0,2268,0.03968253968253968
Boualem Hasan,P00943,1,1,2276,0.03954305799648506
Ronald Varela,P00589,1,2,2276,0.03954305799648506
André Yotun,P00632,1,2,2289,0.039318479685452164
Hassan Pedro,P00942,1,1,2324,0.0387263339070568
Adrian Simpson,P00764,1,2,2397,0.03754693366708385
Craig Borges,P00921,1,0,2414,0.03728251864125932
Selim Benoun,P01051,1,0,2457,0.03663003663003663
Abdelaziz Al-Mohannadi,P00954,1,6,2500,0.036000000000000004
Karim Barsham,P00944,1,2,2529,0.03558718861209965
Leon Lowe,P00758,1,3,2687,0.033494603647190174
Alvaro Oyarzabal,P00059,0,1,1484,0.0
Alvas Holness,P00766,0,0,1915,0.0
Amir Younis,P00996,0,1,1599,0.0
Amr Afsha,P01207,0,2,1394,0.0
Theo Varane,P00009,0,1,1722,0.0
Thibaut Vertonghen,P00163,0,1,1626,0.0
Joshua Musiala,P00027,0,0,623,0.0
Timothy Zimmerman,P00659,0,1,1272,0.0
Trezeguet Trezeguet,P01199,0,0,1176,0.0
Tyler Balogan,P00657,0,2,1202,0.0
Victor Chukwueze,P01067,0,0,944,0.0
Ajdin Jones,P00927,0,3,2034,0.0
Ajdin Rogic,P00918,0,1,2292,0.0
Akram Ali,P00937,0,0,1661,0.0
Aleksandar Savic,P00288,0,2,1162,0.0
Alessandro Udogie,P00116,0,1,2263,0.0
Alex Awoniyi,P01082,0,3,1283,0.0
Alexander Ekdal,P00369,0,0,1411,0.0
Alexander Hohberg,P00636,0,1,1600,0.0
Alexander Lindelof,P00366,0,0,1157,0.0
Hassan Abdulla,P00939,0,0,1761,0.0
Mateo Brozovic,P00210,0,2,1717,0.0
Mateo Stanisic,P00222,0,4,1772,0.0
Mathew Behich,P00914,0,0,1685,0.0
Mathew Boyle,P00923,0,3,1841,0.0
Mathew Mooy,P00911,0,1,1244,0.0
Mauricio Montes,P00555,0,0,1181,0.0
Mauricio Riquelme,P00564,0,4,1412,0.0
Maximilian Seiwald,P00321,0,2,984,0.0
Young-woo Jeong,P00843,0,2,1437,0.0
Mehdi Hajsafi,P00862,0,1,1489,0.0
Memphis Simons,P00136,0,0,2085,0.0
Memphis van Dijk,P00133,0,0,1355,0.0
Merih Kokcu,P00396,0,1,1519,0.0
Frenkie de Ligt,P00134,0,1,1866,0.0
Gabriel Alisson,P00475,0,0,1476,0.0
Gary Isla,P00549,0,0,726,0.0
Gavi Morata,P00054,0,1,1290,0.0
Gianluca Advincula,P00626,0,1,1486,0.0
Gianluca Tapia,P00629,0,0,1686,0.0
Gianluigi Chiesa,P00105,0,0,1064,0.0
Gianluigi Verratti,P00108,0,1,1792,0.0
Giovanni Musah,P00656,0,1,1526,0.0
Giovanni Weah,P00653,0,0,951,0.0
Gonzalo Zapata,P00615,0,2,1383,0.0
Graeme Doak,P00450,0,1,1785,0.0
Graeme Jack,P00459,0,2,1340,0.0
Granit Rodriguez,P00238,0,2,1119,0.0
Merih Turan,P00393,0,0,1646,0.0
Michael Cooper,P00783,0,0,1022,0.0
Michael Escobar,P00786,0,2,1709,0.0
Michail Gray,P00756,0,1,1738,0.0
Michail Pinnock,P00759,0,3,1950,0.0
Min-jae Son,P00835,0,0,774,0.0
Mohamed Marmoush,P01197,0,1,940,0.0
Mohammed Partey,P01093,0,1,1167,0.0
Mohammed Sulemana,P01096,0,0,1381,0.0
Federico Pellegrini,P00109,0,4,2099,0.0
Federico Tonali,P00106,0,0,923,0.0
Felix Rodriguez,P00609,0,0,1979,0.0
Ferran Pau,P00060,0,0,1759,0.0
Filip Daka,P00376,0,0,952,0.0
Filip Milinkovic-Savic,P00289,0,0,1062,0.0
Firas Al-Shahrani,P00886,0,0,1258,0.0
Florian Waldschmidt,P00322,0,1,1241,0.0
Francisco Aguilar,P00745,0,5,1527,0.0
Francisco Wallace,P00736,0,3,1806,0.0
Frenkie Gakpo,P00131,0,3,1342,0.0
Mohannad Hussein,P00989,0,2,1142,0.0
Moises Mena,P00600,0,1,935,0.0
Moises Minda,P00612,0,1,1651,0.0
Moises Torres,P00603,0,2,1973,0.0
Morteza Karimi,P00869,0,3,1177,0.0
Moses Agbadou,P01085,0,1,1810,0.0
Mostafa Attia,P01204,0,1,1583,0.0
Moumi Hongla,P01129,0,1,1799,0.0
Mykhailo Besedin,P00431,0,1,1429,0.0
Mykhailo Sudakov,P00419,0,0,1053,0.0
Mykhailo Zabarnyi,P00422,0,1,1175,0.0
Nabil Khezami,P01181,0,2,1501,0.0
Nader Haddadi,P01152,0,2,1570,0.0
Emil Berg,P00370,0,0,1491,0.0
Emil Olsson,P00367,0,0,784,0.0
Emiliano Di Maria,P00497,0,1,900,0.0
Enner Caicedo,P00599,0,1,1220,0.0
Enner Ibarra,P00611,0,2,1356,0.0
Eric Aboubakar,P01120,0,1,1344,0.0
Eric Zambo,P01123,0,0,1831,0.0
Erick Mena,P00554,0,0,1267,0.0
Idrissa Sarr,P01017,0,1,912,0.0
Lyle Mvala,P01225,0,0,887,0.0
Mahmoud Soliman,P01206,0,2,1924,0.0
Manuel Seferovic,P00240,0,2,1440,0.0
Manuel Zuber,P00237,0,0,975,0.0
Marcel Lainer,P00314,0,0,768,0.0
Marco Calafiori,P00121,0,0,1655,0.0
Marco Locatelli,P00112,0,1,1856,0.0
Marcus Mount,P00087,0,1,1731,0.0
Mario Ivanusec,P00219,0,0,1092,0.0
Marko Baumgartlinger,P00315,0,0,1102,0.0
Marko Borrmann,P00327,0,2,915,0.0
Marko Gregoritsch,P00318,0,0,1595,0.0
Marquinhos Santos,P00477,0,4,1800,0.0
Granit Shaqiri,P00235,0,0,1013,0.0
Granit Zakaria,P00247,0,1,1271,0.0
Grzegorz Skoras,P00355,0,2,1743,0.0
Hakan Under,P00391,0,0,641,0.0
Hakan Yilmaz,P00394,0,1,1280,0.0
Haris Steiner,P00246,0,0,1478,0.0
Harold Valenzuela,P00790,0,0,1904,0.0
Harry Bellingham,P00079,0,0,1626,0.0
Harry Phillips,P00091,0,2,1019,0.0
Evidence Zungu,P01234,0,1,1463,0.0
Federico Bentancur,P00575,0,0,1719,0.0
Nahuel Alvarez,P00514,0,3,1498,0.0
Nahuel Correa,P00505,0,1,1551,0.0
Nayef Boufal,P01046,0,0,2316,0.0
Nayef Ziyech,P01043,0,0,1708,0.0
Neymar Junior,P00469,0,1,849,0.0
Nico Ginter,P00035,0,1,1179,0.0
Nicolo Bastoni,P00110,0,2,2284,0.0
Nicolo Immobile,P00107,0,1,1992,0.0
Noussair El Khannouss,P01050,0,0,1696,0.0
Oleksandr Shaparenko,P00421,0,1,1972,0.0
Oleksandr Tsygankov,P00418,0,0,564,0.0
Oleksiy Sobol,P00428,0,1,1558,0.0
Duvan Cuadrado,P00523,0,0,987,0.0
